소속,종목코드,종목명,현재가,시가총액(억),PER,ROE,PER순위,ROE순위,순위합산,종합순위,종목그래프
KOSDAQ,'227950,마이크로텍,1550,295,18.02,21.6,810,154,964,450,https://finance.naver.com/item/main.nhn?code=227950
KOSDAQ,'119860,다나와,17300,2262,16.75,19.03,769,195,964,451,https://finance.naver.com/item/main.nhn?code=119860
KOSPI,'014680,한솔케미칼,77800,8788,16.19,17.99,745,219,964,452,https://finance.naver.com/item/main.nhn?code=014680
KOSDAQ,'081580,성우전자,3045,472,6.52,7.11,227,739,966,453,https://finance.naver.com/item/main.nhn?code=081580
KOSPI,'001500,현대차증권,8830,2590,5.16,6.04,139,831,970,454,https://finance.naver.com/item/main.nhn?code=001500
KOSPI,'002030,아세아,118000,2585,5.91,6.58,188,784,972,455,https://finance.naver.com/item/main.nhn?code=002030
KOSDAQ,'015710,코콤,6700,1175,10.95,10.93,514,461,975,456,https://finance.naver.com/item/main.nhn?code=015710
KOSPI,'000030,우리은행,15700,106132,7.02,7.42,264,713,977,457,https://finance.naver.com/item/main.nhn?code=000030
KOSDAQ,'065710,서호전기,12600,649,10.57,10.47,493,486,979,458,https://finance.naver.com/item/main.nhn?code=065710
KOSPI,'018670,SK가스,74800,6773,6.63,7.08,238,742,980,459,https://finance.naver.com/item/main.nhn?code=018670
KOSDAQ,'065130,탑엔지니어링,7320,1169,8.57,8.72,380,604,984,460,https://finance.naver.com/item/main.nhn?code=065130
KOSPI,'002600,조흥,188000,1128,9.98,9.68,455,532,987,461,https://finance.naver.com/item/main.nhn?code=002600
KOSDAQ,'220630,해마로푸드서비스,2300,2160,19.01,22.49,845,143,988,462,https://finance.naver.com/item/main.nhn?code=220630
KOSDAQ,'017890,한국알콜,7430,1605,7.97,8.18,341,648,989,463,https://finance.naver.com/item/main.nhn?code=017890
KOSPI,'007810,코리아써키트,5290,1250,6.19,6.55,203,787,990,464,https://finance.naver.com/item/main.nhn?code=007810
KOSPI,'112610,씨에스윈드,29150,5039,12.94,12.98,616,377,993,465,https://finance.naver.com/item/main.nhn?code=112610
KOSDAQ,'088130,동아엘텍,9380,1046,9.05,8.88,401,593,994,466,https://finance.naver.com/item/main.nhn?code=088130
KOSDAQ,'194700,노바렉스,17400,1567,16.4,16.8,752,244,996,467,https://finance.naver.com/item/main.nhn?code=194700
KOSDAQ,'900080,에스앤씨엔진그룹,683,787,3.79,4.96,54,942,996,468,https://finance.naver.com/item/main.nhn?code=900080
KOSPI,'016450,한세예스24홀딩스,9560,3824,12.07,11.52,570,429,999,469,https://finance.naver.com/item/main.nhn?code=016450
KOSPI,'092230,KPX홀딩스,63100,2666,6.61,6.78,235,764,999,470,https://finance.naver.com/item/main.nhn?code=092230
KOSDAQ,'170030,현대공업,2530,388,6.23,6.46,208,795,1003,471,https://finance.naver.com/item/main.nhn?code=170030
KOSDAQ,'067920,이글루시큐리티,4450,489,11.38,10.8,539,467,1006,472,https://finance.naver.com/item/main.nhn?code=067920
KOSDAQ,'108320,실리콘웍스,36200,5888,12.51,11.87,592,417,1009,473,https://finance.naver.com/item/main.nhn?code=108320
KOSDAQ,'130580,나이스디앤비,7160,1103,17.21,17.75,785,225,1010,474,https://finance.naver.com/item/main.nhn?code=130580
KOSPI,'214390,경보제약,10250,2450,13.65,13.26,641,369,1010,475,https://finance.naver.com/item/main.nhn?code=214390
KOSDAQ,'021320,KCC건설,7440,1592,7.08,6.94,268,752,1020,476,https://finance.naver.com/item/main.nhn?code=021320
KOSPI,'016710,대성홀딩스,6440,1036,4.92,5.34,122,906,1028,477,https://finance.naver.com/item/main.nhn?code=016710
KOSPI,'051910,LG화학,347000,244955,13.96,12.92,651,379,1030,478,https://finance.naver.com/item/main.nhn?code=051910
KOSDAQ,'039030,이오테크닉스,47700,5858,13.68,12.7,644,386,1030,479,https://finance.naver.com/item/main.nhn?code=039030
KOSDAQ,'001810,무림SP,2525,559,5.35,5.55,148,882,1030,480,https://finance.naver.com/item/main.nhn?code=001810
KOSDAQ,'040420,정상제이엘에스,7380,1157,14.06,13.05,656,375,1031,481,https://finance.naver.com/item/main.nhn?code=040420
KOSPI,'004700,조광피혁,37250,2477,11.25,10.22,533,498,1031,482,https://finance.naver.com/item/main.nhn?code=004700
KOSDAQ,'053050,지에스이,1525,457,9.08,8.4,403,628,1031,483,https://finance.naver.com/item/main.nhn?code=053050
KOSPI,'248170,샘표식품,29050,1327,11.54,10.52,549,483,1032,484,https://finance.naver.com/item/main.nhn?code=248170
KOSDAQ,'058470,리노공업,49500,7545,18.69,18.82,833,200,1033,485,https://finance.naver.com/item/main.nhn?code=058470
KOSDAQ,'216050,인크로스,17150,1374,16.01,15.27,739,294,1033,486,https://finance.naver.com/item/main.nhn?code=216050
KOSPI,'001270,부국증권,23700,2458,8.47,8.0,377,659,1036,487,https://finance.naver.com/item/main.nhn?code=001270
KOSPI,'004490,세방전지,38900,5446,8.18,7.76,356,680,1036,488,https://finance.naver.com/item/main.nhn?code=004490
KOSPI,'213500,한솔제지,17650,4201,9.74,8.81,443,596,1039,489,https://finance.naver.com/item/main.nhn?code=213500
KOSDAQ,'138580,비즈니스온,15600,1489,22.94,25.36,929,112,1041,490,https://finance.naver.com/item/main.nhn?code=138580
KOSDAQ,'080160,모두투어,26250,4961,20.52,20.3,876,171,1047,491,https://finance.naver.com/item/main.nhn?code=080160
KOSPI,'003230,삼양식품,62800,4731,16.5,15.28,755,293,1048,492,https://finance.naver.com/item/main.nhn?code=003230
KOSDAQ,'114570,지스마트글로벌,2645,576,15.47,14.07,713,336,1049,493,https://finance.naver.com/item/main.nhn?code=114570
KOSPI,'011780,금호석유,89100,27147,13.97,12.34,653,397,1050,494,https://finance.naver.com/item/main.nhn?code=011780
KOSDAQ,'288620,에스퓨얼셀,21200,1218,31.27,59.97,1033,20,1053,495,https://finance.naver.com/item/main.nhn?code=288620
KOSDAQ,'290720,푸드나무,23700,1613,31.77,73.32,1042,12,1054,496,https://finance.naver.com/item/main.nhn?code=290720
KOSPI,'071840,롯데하이마트,51900,12252,8.25,7.57,359,697,1056,497,https://finance.naver.com/item/main.nhn?code=071840
KOSDAQ,'214180,민앤지,19150,2276,18.07,16.73,812,247,1059,498,https://finance.naver.com/item/main.nhn?code=214180
KOSPI,'013570,디와이,5290,1392,6.7,6.19,242,817,1059,499,https://finance.naver.com/item/main.nhn?code=013570
KOSPI,'003090,대웅,16800,9768,14.75,12.86,679,381,1060,500,https://finance.naver.com/item/main.nhn?code=003090
KOSDAQ,'042510,라온시큐어,2450,779,23.11,23.82,936,125,1061,501,https://finance.naver.com/item/main.nhn?code=042510
KOSPI,'035250,강원랜드,30350,64931,14.84,12.96,683,378,1061,502,https://finance.naver.com/item/main.nhn?code=035250
KOSPI,'016580,환인제약,19750,3674,13.52,11.73,637,424,1061,503,https://finance.naver.com/item/main.nhn?code=016580
KOSPI,'016090,대현,2245,1017,8.13,7.44,350,711,1061,504,https://finance.naver.com/item/main.nhn?code=016090
KOSPI,'010130,고려아연,424000,80009,12.72,10.96,603,459,1062,505,https://finance.naver.com/item/main.nhn?code=010130
KOSDAQ,'060370,KT서브마린,3310,725,8.8,7.84,389,673,1062,506,https://finance.naver.com/item/main.nhn?code=060370
KOSPI,'075180,새론오토모티브,4565,876,6.61,6.12,236,826,1062,507,https://finance.naver.com/item/main.nhn?code=075180
KOSPI,'139480,이마트,188500,52546,8.53,7.73,378,685,1063,508,https://finance.naver.com/item/main.nhn?code=139480
KOSDAQ,'145020,휴젤,330000,14382,17.03,15.36,778,287,1065,509,https://finance.naver.com/item/main.nhn?code=145020
KOSDAQ,'036010,아비코전자,5960,792,10.33,8.93,477,589,1066,510,https://finance.naver.com/item/main.nhn?code=036010
KOSDAQ,'051380,피씨디렉트,4930,372,12.39,10.55,586,482,1068,511,https://finance.naver.com/item/main.nhn?code=051380
KOSPI,'015350,부산가스,37500,4125,9.16,8.0,408,660,1068,512,https://finance.naver.com/item/main.nhn?code=015350
KOSPI,'034590,인천도시가스,30000,1312,9.56,8.22,431,641,1072,513,https://finance.naver.com/item/main.nhn?code=034590
KOSPI,'003530,한화투자증권,2165,3733,7.12,6.39,274,798,1072,514,https://finance.naver.com/item/main.nhn?code=003530
KOSPI,'138930,BNK금융지주,7860,25619,6.35,5.83,216,856,1072,515,https://finance.naver.com/item/main.nhn?code=138930
KOSDAQ,'051360,토비스,7230,1209,9.35,8.06,417,658,1075,516,https://finance.naver.com/item/main.nhn?code=051360
KOSPI,'009160,SIMPAC,2535,1659,5.72,5.36,173,903,1076,517,https://finance.naver.com/item/main.nhn?code=009160
KOSDAQ,'037760,쎄니트,2045,692,11.24,9.5,532,546,1078,518,https://finance.naver.com/item/main.nhn?code=037760
KOSDAQ,'290380,대유,20000,1810,21.98,20.14,907,173,1080,519,https://finance.naver.com/item/main.nhn?code=290380
KOSDAQ,'151860,KG ETS,3160,1138,9.69,8.21,440,642,1082,520,https://finance.naver.com/item/main.nhn?code=151860
KOSDAQ,'290650,엘앤씨바이오,18500,1338,27.86,27.97,995,88,1083,521,https://finance.naver.com/item/main.nhn?code=290650
KOSPI,'145720,덴티움,71000,7859,26.14,26.05,977,106,1083,522,https://finance.naver.com/item/main.nhn?code=145720
KOSPI,'108670,LG하우시스,54000,4843,7.96,7.06,340,744,1084,523,https://finance.naver.com/item/main.nhn?code=108670
KOSPI,'057050,현대홈쇼핑,98600,11832,9.66,8.17,437,649,1086,524,https://finance.naver.com/item/main.nhn?code=057050
KOSDAQ,'052330,코텍,14450,2251,10.37,8.61,478,610,1088,525,https://finance.naver.com/item/main.nhn?code=052330
KOSDAQ,'028150,GS홈쇼핑,194200,12744,12.39,10.1,585,505,1090,526,https://finance.naver.com/item/main.nhn?code=028150
KOSDAQ,'219550,MP한강,2745,1560,23.26,21.71,940,151,1091,527,https://finance.naver.com/item/main.nhn?code=219550
KOSPI,'024090,디씨엠,11600,1357,10.42,8.6,482,612,1094,528,https://finance.naver.com/item/main.nhn?code=024090
KOSDAQ,'012790,신일제약,9800,774,10.2,8.4,465,629,1094,529,https://finance.naver.com/item/main.nhn?code=012790
KOSPI,'025540,한국단자,43700,4551,9.14,7.72,407,687,1094,530,https://finance.naver.com/item/main.nhn?code=025540
KOSPI,'097950,CJ제일제당,341500,51410,13.37,10.91,633,462,1095,531,https://finance.naver.com/item/main.nhn?code=097950
KOSDAQ,'035810,이지바이오,5960,3452,10.96,9.03,515,581,1096,532,https://finance.naver.com/item/main.nhn?code=035810
KOSDAQ,'100120,뷰웍스,37450,3746,19.08,16.6,848,250,1098,533,https://finance.naver.com/item/main.nhn?code=100120
KOSPI,'005490,POSCO,240500,209684,7.52,6.48,304,794,1098,534,https://finance.naver.com/item/main.nhn?code=005490
KOSDAQ,'019770,서연탑메탈,2810,327,7.1,6.04,270,832,1102,535,https://finance.naver.com/item/main.nhn?code=019770
KOSDAQ,'219420,링크제니시스,7150,715,25.81,23.58,972,131,1103,536,https://finance.naver.com/item/main.nhn?code=219420
KOSPI,'229640,LS전선아시아,5500,1684,13.13,10.69,625,478,1103,537,https://finance.naver.com/item/main.nhn?code=229640
KOSDAQ,'131970,테스나,22400,1534,17.06,14.33,780,326,1106,538,https://finance.naver.com/item/main.nhn?code=131970
KOSDAQ,'010170,대한광통신,5180,3820,20.0,16.93,867,242,1109,539,https://finance.naver.com/item/main.nhn?code=010170
KOSPI,'033240,자화전자,13950,2497,10.55,8.48,490,622,1112,540,https://finance.naver.com/item/main.nhn?code=033240
KOSDAQ,'095500,미래나노텍,3585,835,8.42,7.07,371,743,1114,541,https://finance.naver.com/item/main.nhn?code=095500
KOSPI,'006660,삼성공조,9030,734,6.55,5.55,231,883,1114,542,https://finance.naver.com/item/main.nhn?code=006660
KOSDAQ,'045520,크린앤사이언스,13900,904,19.17,16.09,851,265,1116,543,https://finance.naver.com/item/main.nhn?code=045520
KOSPI,'032640,LG유플러스,17600,76844,14.05,10.88,655,463,1118,544,https://finance.naver.com/item/main.nhn?code=032640
KOSDAQ,'086980,쇼박스,3905,2445,15.43,11.95,706,413,1119,545,https://finance.naver.com/item/main.nhn?code=086980
KOSPI,'053690,한미글로벌,9480,1039,11.5,9.08,546,574,1120,546,https://finance.naver.com/item/main.nhn?code=053690
KOSDAQ,'032190,다우데이타,9330,3573,9.98,7.9,456,668,1124,547,https://finance.naver.com/item/main.nhn?code=032190
KOSDAQ,'068930,디지털대성,4585,1029,14.11,10.78,658,468,1126,548,https://finance.naver.com/item/main.nhn?code=068930
KOSPI,'055490,테이팩스,21800,1028,12.48,9.6,589,537,1126,549,https://finance.naver.com/item/main.nhn?code=055490
KOSDAQ,'030190,NICE평가정보,11500,6982,22.77,18.77,926,201,1127,550,https://finance.naver.com/item/main.nhn?code=030190
KOSDAQ,'104480,티케이케미칼,2275,2068,10.25,8.08,471,656,1127,551,https://finance.naver.com/item/main.nhn?code=104480
KOSPI,'005380,현대차,101000,215805,7.15,5.92,277,850,1127,552,https://finance.naver.com/item/main.nhn?code=005380
KOSDAQ,'092730,네오팜,48450,3615,31.28,26.83,1034,96,1130,553,https://finance.naver.com/item/main.nhn?code=092730
KOSDAQ,'033310,디케이디앤아이,1880,413,10.68,8.29,497,635,1132,554,https://finance.naver.com/item/main.nhn?code=033310
KOSDAQ,'078590,두올산업,4230,883,20.94,16.44,882,256,1138,555,https://finance.naver.com/item/main.nhn?code=078590
KOSPI,'138490,코오롱플라스틱,5730,2177,12.46,9.48,588,550,1138,556,https://finance.naver.com/item/main.nhn?code=138490
KOSDAQ,'138070,신진에스엠,5590,502,9.98,7.74,457,682,1139,557,https://finance.naver.com/item/main.nhn?code=138070
KOSPI,'002360,SH에너지화학,1045,1161,12.15,9.21,573,567,1140,558,https://finance.naver.com/item/main.nhn?code=002360
KOSDAQ,'005160,동국산업,2440,1324,6.7,5.41,243,897,1140,559,https://finance.naver.com/item/main.nhn?code=005160
KOSPI,'114090,GKL,25100,15526,19.28,15.33,854,288,1142,560,https://finance.naver.com/item/main.nhn?code=114090
KOSDAQ,'065680,우주일렉트로,8180,813,7.57,6.01,308,834,1142,561,https://finance.naver.com/item/main.nhn?code=065680
KOSDAQ,'042500,링네트,3665,547,11.56,8.91,551,592,1143,562,https://finance.naver.com/item/main.nhn?code=042500
KOSPI,'033660,아주캐피탈,8430,4851,9.33,7.23,416,728,1144,563,https://finance.naver.com/item/main.nhn?code=033660
KOSDAQ,'030520,한글과컴퓨터,13650,3151,15.65,11.71,722,425,1147,564,https://finance.naver.com/item/main.nhn?code=030520
KOSPI,'004430,송원산업,18900,4536,12.81,9.6,609,538,1147,565,https://finance.naver.com/item/main.nhn?code=004430
KOSDAQ,'222800,심텍,7500,1706,10.78,8.21,505,643,1148,566,https://finance.naver.com/item/main.nhn?code=222800
KOSPI,'006800,미래에셋대우,6930,45621,9.36,7.19,418,732,1150,567,https://finance.naver.com/item/main.nhn?code=006800
KOSPI,'069960,현대백화점,91500,21413,8.44,6.63,373,777,1150,568,https://finance.naver.com/item/main.nhn?code=069960
KOSPI,'004560,현대비앤지스틸,9150,1380,7.03,5.55,266,884,1150,569,https://finance.naver.com/item/main.nhn?code=004560
KOSPI,'018880,한온시스템,10350,55248,19.13,15.16,850,302,1152,570,https://finance.naver.com/item/main.nhn?code=018880
KOSDAQ,'016790,현대사료,19800,1218,16.18,12.02,743,410,1153,571,https://finance.naver.com/item/main.nhn?code=016790
KOSPI,'004090,한국석유,132000,865,8.89,6.8,393,762,1155,572,https://finance.naver.com/item/main.nhn?code=004090
KOSPI,'036570,엔씨소프트,505000,110792,25.12,19.14,962,194,1156,573,https://finance.naver.com/item/main.nhn?code=036570
KOSPI,'234080,JW생명과학,24000,3800,22.64,17.45,924,232,1156,574,https://finance.naver.com/item/main.nhn?code=234080
KOSDAQ,'212560,네오오토,3915,308,7.46,5.84,302,855,1157,575,https://finance.naver.com/item/main.nhn?code=212560
KOSDAQ,'226360,이엑스티,2290,619,16.59,12.33,759,399,1158,576,https://finance.naver.com/item/main.nhn?code=226360
KOSDAQ,'251370,와이엠티,17900,1326,18.51,14.2,827,332,1159,577,https://finance.naver.com/item/main.nhn?code=251370
KOSPI,'004130,대덕GDS,14200,2922,9.59,7.2,432,731,1163,578,https://finance.naver.com/item/main.nhn?code=004130
KOSDAQ,'063570,한국전자금융,10700,3707,17.95,13.54,806,358,1164,579,https://finance.naver.com/item/main.nhn?code=063570
KOSDAQ,'260660,알리코제약,12950,1243,25.29,18.87,967,198,1165,580,https://finance.naver.com/item/main.nhn?code=260660
KOSDAQ,'036180,영인프런티어,5850,1030,24.07,18.05,948,217,1165,581,https://finance.naver.com/item/main.nhn?code=036180
KOSPI,'030000,제일기획,23650,27207,21.4,15.81,890,277,1167,582,https://finance.naver.com/item/main.nhn?code=030000
KOSPI,'003690,코리안리,9080,10930,8.22,6.22,358,809,1167,583,https://finance.naver.com/item/main.nhn?code=003690
KOSPI,'004840,DRB동일,6440,1255,6.98,5.36,263,904,1167,584,https://finance.naver.com/item/main.nhn?code=004840
KOSDAQ,'290670,대보마그네틱,72900,2357,48.34,77.71,1158,10,1168,585,https://finance.naver.com/item/main.nhn?code=290670
KOSDAQ,'123420,선데이토즈,22400,2144,15.64,11.12,720,448,1168,586,https://finance.naver.com/item/main.nhn?code=123420
KOSDAQ,'046310,백금T&A,2550,388,12.62,9.12,597,572,1169,587,https://finance.naver.com/item/main.nhn?code=046310
KOSDAQ,'056360,코위버,6420,629,9.65,7.13,436,737,1173,588,https://finance.naver.com/item/main.nhn?code=056360
KOSDAQ,'123570,이엠넷,2230,497,12.89,9.32,614,560,1174,589,https://finance.naver.com/item/main.nhn?code=123570
KOSDAQ,'192390,윈하이텍,4130,407,10.54,7.73,489,686,1175,590,https://finance.naver.com/item/main.nhn?code=192390
KOSDAQ,'086900,메디톡스,564200,31914,43.55,42.17,1137,39,1176,591,https://finance.naver.com/item/main.nhn?code=086900
KOSDAQ,'263720,디앤씨미디어,14100,1698,31.9,23.42,1044,132,1176,592,https://finance.naver.com/item/main.nhn?code=263720
KOSDAQ,'067160,아프리카TV,42600,4897,31.6,23.24,1041,136,1177,593,https://finance.naver.com/item/main.nhn?code=067160
KOSPI,'026960,동서,18100,18046,14.75,10.21,678,499,1177,594,https://finance.naver.com/item/main.nhn?code=026960
KOSPI,'008490,서흥,24300,2811,12.18,8.73,574,603,1177,595,https://finance.naver.com/item/main.nhn?code=008490
KOSPI,'019180,티에이치엔,2105,379,11.96,8.6,566,613,1179,596,https://finance.naver.com/item/main.nhn?code=019180
KOSDAQ,'013030,하이록코리아,17650,2403,10.21,7.43,467,712,1179,597,https://finance.naver.com/item/main.nhn?code=013030
KOSDAQ,'131090,시큐브,1555,560,18.08,13.28,813,368,1181,598,https://finance.naver.com/item/main.nhn?code=131090
KOSPI,'093370,후성,8180,7575,25.64,18.23,970,214,1184,599,https://finance.naver.com/item/main.nhn?code=093370
KOSDAQ,'092300,현우산업,3190,457,9.25,6.68,411,773,1184,600,https://finance.naver.com/item/main.nhn?code=092300
KOSDAQ,'120240,대정화금,13300,944,11.0,7.95,519,666,1185,601,https://finance.naver.com/item/main.nhn?code=120240
KOSPI,'004970,신라교역,12600,2016,7.6,5.65,310,875,1185,602,https://finance.naver.com/item/main.nhn?code=004970
KOSPI,'012510,더존비즈온,46200,13709,34.22,23.81,1062,126,1188,603,https://finance.naver.com/item/main.nhn?code=012510
KOSDAQ,'100700,세운메디칼,3620,1586,17.24,12.17,787,403,1190,604,https://finance.naver.com/item/main.nhn?code=100700
KOSDAQ,'057540,옴니시스템,2000,814,12.9,9.08,615,575,1190,605,https://finance.naver.com/item/main.nhn?code=057540
KOSDAQ,'258830,세종메디칼,13100,888,22.39,16.02,921,270,1191,606,https://finance.naver.com/item/main.nhn?code=258830
KOSDAQ,'213420,덕산네오룩스,14300,3433,20.46,14.52,874,319,1193,607,https://finance.naver.com/item/main.nhn?code=213420
KOSPI,'035420,NAVER,129000,212609,27.51,18.5,991,204,1195,608,https://finance.naver.com/item/main.nhn?code=035420
KOSPI,'008730,율촌화학,13050,3236,11.85,8.31,562,633,1195,609,https://finance.naver.com/item/main.nhn?code=008730
KOSPI,'011070,LG이노텍,101000,23904,13.68,9.37,642,557,1199,610,https://finance.naver.com/item/main.nhn?code=011070
KOSDAQ,'003800,에이스침대,23450,2601,9.82,6.94,446,753,1199,611,https://finance.naver.com/item/main.nhn?code=003800
KOSPI,'069460,대호에이엘,5420,1471,30.11,19.82,1021,181,1202,612,https://finance.naver.com/item/main.nhn?code=069460
KOSPI,'107590,미원홀딩스,35700,832,10.72,7.5,500,703,1203,613,https://finance.naver.com/item/main.nhn?code=107590
KOSPI,'034310,NICE,17600,6667,13.55,9.22,638,566,1204,614,https://finance.naver.com/item/main.nhn?code=034310
KOSDAQ,'080720,한국유니온제약,14650,865,20.23,14.2,872,333,1205,615,https://finance.naver.com/item/main.nhn?code=080720
KOSPI,'003540,대신증권,12150,6169,9.09,6.36,404,801,1205,616,https://finance.naver.com/item/main.nhn?code=003540
KOSPI,'016360,삼성증권,29600,26433,9.47,6.6,424,782,1206,617,https://finance.naver.com/item/main.nhn?code=016360
KOSDAQ,'053350,이니텍,5780,1144,11.29,7.85,536,671,1207,618,https://finance.naver.com/item/main.nhn?code=053350
KOSPI,'093050,LF,25000,7310,9.92,6.87,450,757,1207,619,https://finance.naver.com/item/main.nhn?code=093050
KOSDAQ,'136510,쎄미시스코,8250,446,14.76,9.8,680,528,1208,620,https://finance.naver.com/item/main.nhn?code=136510
KOSDAQ,'101240,씨큐브,6120,493,12.26,8.43,582,626,1208,621,https://finance.naver.com/item/main.nhn?code=101240
KOSDAQ,'108380,대양전기공업,11900,1139,9.62,6.66,433,775,1208,622,https://finance.naver.com/item/main.nhn?code=108380
KOSDAQ,'950110,SBI핀테크솔루션즈,13900,3427,42.12,28.62,1124,86,1210,623,https://finance.naver.com/item/main.nhn?code=950110
KOSDAQ,'069510,에스텍,10450,1140,11.51,7.97,547,663,1210,624,https://finance.naver.com/item/main.nhn?code=069510
KOSDAQ,'115440,우리넷,5440,346,10.09,6.97,462,748,1210,625,https://finance.naver.com/item/main.nhn?code=115440
KOSPI,'009770,삼정펄프,33950,849,8.14,5.78,351,859,1210,626,https://finance.naver.com/item/main.nhn?code=009770
KOSPI,'042670,두산인프라코어,8400,17485,11.73,8.13,558,653,1211,627,https://finance.naver.com/item/main.nhn?code=042670
KOSDAQ,'099320,쎄트렉아이,24850,910,16.06,10.76,740,472,1212,628,https://finance.naver.com/item/main.nhn?code=099320
KOSPI,'051900,LG생활건강,1172000,183045,34.23,21.94,1063,150,1213,629,https://finance.naver.com/item/main.nhn?code=051900
KOSPI,'010120,LS산전,51200,15360,14.62,9.51,674,544,1218,630,https://finance.naver.com/item/main.nhn?code=010120
KOSDAQ,'067280,멀티캠퍼스,47150,2794,22.82,15.29,927,292,1219,631,https://finance.naver.com/item/main.nhn?code=067280
KOSDAQ,'014100,보령메디앙스,10100,1192,19.92,13.48,864,360,1224,632,https://finance.naver.com/item/main.nhn?code=014100
KOSDAQ,'072950,빛샘전자,5860,352,10.02,6.76,460,765,1225,633,https://finance.naver.com/item/main.nhn?code=072950
KOSPI,'010420,한솔PNS,1260,258,10.5,7.11,486,740,1226,634,https://finance.naver.com/item/main.nhn?code=010420
KOSPI,'000860,강남제비스코,25550,1661,7.16,4.89,279,951,1230,635,https://finance.naver.com/item/main.nhn?code=000860
KOSDAQ,'277070,린드먼아시아,5310,717,22.89,15.13,928,303,1231,636,https://finance.naver.com/item/main.nhn?code=277070
KOSPI,'009180,한솔로지스틱스,1305,359,9.53,6.3,430,803,1233,637,https://finance.naver.com/item/main.nhn?code=009180
KOSPI,'001820,삼화콘덴서,63200,6570,42.33,25.71,1126,108,1234,638,https://finance.naver.com/item/main.nhn?code=001820
KOSDAQ,'131390,피앤이솔루션,11600,1656,22.52,14.63,922,314,1236,639,https://finance.naver.com/item/main.nhn?code=131390
KOSDAQ,'060380,동양에스텍,2950,295,9.31,6.16,414,822,1236,640,https://finance.naver.com/item/main.nhn?code=060380
KOSDAQ,'043650,국순당,4020,718,7.23,4.88,285,953,1238,641,https://finance.naver.com/item/main.nhn?code=043650
KOSDAQ,'008470,부스타,5740,482,10.4,6.86,480,759,1239,642,https://finance.naver.com/item/main.nhn?code=008470
KOSDAQ,'093320,케이아이엔엑스,24450,1193,18.47,11.75,824,421,1245,643,https://finance.naver.com/item/main.nhn?code=093320
KOSPI,'010060,OCI,107500,25638,10.91,7.18,512,733,1245,644,https://finance.naver.com/item/main.nhn?code=010060
KOSDAQ,'067010,이씨에스,4195,315,10.67,6.97,496,749,1245,645,https://finance.naver.com/item/main.nhn?code=067010
KOSPI,'003830,대한화섬,110000,1461,7.16,4.7,280,967,1247,646,https://finance.naver.com/item/main.nhn?code=003830
KOSPI,'009970,영원무역홀딩스,66900,9122,12.74,8.2,604,645,1249,647,https://finance.naver.com/item/main.nhn?code=009970
KOSPI,'011790,SKC,34650,13006,11.82,7.71,561,688,1249,648,https://finance.naver.com/item/main.nhn?code=011790
KOSPI,'007310,오뚜기,738000,26607,19.34,12.34,855,398,1253,649,https://finance.naver.com/item/main.nhn?code=007310
KOSPI,'003470,유안타증권,3430,6846,10.3,6.63,475,778,1253,650,https://finance.naver.com/item/main.nhn?code=003470
KOSDAQ,'090360,로보스타,26650,2598,27.39,16.14,990,264,1254,651,https://finance.naver.com/item/main.nhn?code=090360
KOSPI,'000240,한국타이어월드와이드,16650,15488,9.13,5.92,406,851,1257,652,https://finance.naver.com/item/main.nhn?code=000240
KOSDAQ,'126600,코프라,2585,546,9.43,6.01,423,835,1258,653,https://finance.naver.com/item/main.nhn?code=126600
KOSPI,'025000,KPX케미칼,53100,2570,9.7,6.19,441,818,1259,654,https://finance.naver.com/item/main.nhn?code=025000
KOSDAQ,'041920,메디아나,6750,584,14.58,8.94,673,587,1260,655,https://finance.naver.com/item/main.nhn?code=041920
KOSPI,'004000,롯데정밀화학,42350,10926,12.24,7.74,578,683,1261,656,https://finance.naver.com/item/main.nhn?code=004000
KOSDAQ,'048470,대동스틸,10050,1005,16.34,9.97,750,514,1264,657,https://finance.naver.com/item/main.nhn?code=048470
KOSDAQ,'067080,대화제약,21900,3991,31.56,17.71,1040,227,1267,658,https://finance.naver.com/item/main.nhn?code=067080
KOSPI,'241560,두산밥캣,35050,35137,12.83,8.08,610,657,1267,659,https://finance.naver.com/item/main.nhn?code=241560
KOSDAQ,'142210,유니트론텍,4960,493,15.9,9.64,732,536,1268,660,https://finance.naver.com/item/main.nhn?code=142210
KOSDAQ,'033130,디지틀조선,1790,664,12.61,7.85,596,672,1268,661,https://finance.naver.com/item/main.nhn?code=033130
KOSDAQ,'025900,동화기업,27250,3912,11.43,7.26,541,727,1268,662,https://finance.naver.com/item/main.nhn?code=025900
KOSPI,'007980,태평양물산,2650,1323,12.68,7.86,600,670,1270,663,https://finance.naver.com/item/main.nhn?code=007980
KOSDAQ,'007720,대명코퍼레이션,2010,2026,18.11,10.98,814,457,1271,664,https://finance.naver.com/item/main.nhn?code=007720
KOSDAQ,'154030,아시아종묘,6200,571,23.13,14.05,937,337,1274,665,https://finance.naver.com/item/main.nhn?code=154030
KOSPI,'005940,NH투자증권,13700,38553,11.75,7.4,560,714,1274,666,https://finance.naver.com/item/main.nhn?code=005940
KOSDAQ,'086960,한컴MDS,15000,1324,15.17,8.97,694,583,1277,667,https://finance.naver.com/item/main.nhn?code=086960
KOSPI,'001250,GS글로벌,2620,2162,10.23,6.22,469,810,1279,668,https://finance.naver.com/item/main.nhn?code=001250
KOSPI,'161890,한국콜마,68000,15196,30.36,16.44,1024,257,1281,669,https://finance.naver.com/item/main.nhn?code=161890
